4 3.2604117409925895	25 3.188386131035603	27 3.188386131035603	29 3.188386131035603	33 3.188386131035603	41 3.188386131035603	57 3.188386131035603	26 3.169812691920138	21 3.1680070170221017	5 3.133859543686202	15 3.1234682666558933	6 3.0931888925915816	16 3.0247686702493732	35 2.9729428704021106	24 2.8919815092627634	38 2.8517792510052637	42 2.8517792510052637	0 2.6165124468329153	23 2.4299410581578207	7 2.1272615406496476	
36 3.7020351787699712	4 3.625244703114724	29 3.575349923311007	33 3.575349923311007	41 3.575349923311007	57 3.575349923311007	26 3.5354591064727012	21 3.5141179547656662	5 3.505934496828912	15 3.5001111645102845	6 3.4685989134953608	16 3.391874756931337	35 3.3249706630339393	24 3.2079361225984577	38 3.1978901887488282	42 3.1978901887488282	23 2.7035657797494212	22 2.49337228537433	7 2.350675190286491	31 2.2790637028825476	
36 3.8242646351945893	33 3.5	41 3.5	57 3.5	4 3.4569664858008995	15 3.4336867472678074	26 3.401680257083045	6 3.395498750508662	5 3.365333816742881	22 3.3541019662496843	32 3.3489378339086286	16 3.3203915431767985	35 3.1840117830313943	21 3.1304951684997055	38 3.1304951684997055	42 3.1304951684997055	24 2.8577380332470415	23 2.474873734152916	34 2.474873734152916	7 2.405626121623441	
4 4.747197428743973	36 4.711689872566825	5 4.642376839371495	25 4.626114282243165	29 4.626114282243165	33 4.626114282243165	41 4.626114282243165	57 4.626114282243165	15 4.502728999072822	6 4.4879900757334115	24 4.445180645712431	34 4.428121947677678	16 4.388717354437031	35 4.332497510004622	32 4.215443965649974	38 4.137722402711346	42 4.137722402711346	0 3.525811569624687	7 2.670888326155064	31 2.670888326155064	
36 8.019421984302163	25 7.399352398938356	27 7.399352398938356	29 7.399352398938356	33 7.399352398938356	41 7.399352398938356	57 7.399352398938356	4 7.275092352487119	16 7.096338536147556	21 7.018925172890611	35 6.909992815326356	42 6.726647210310249	24 6.407372744388393	23 5.6018010340111175	39 5.279761358175213	7 4.652122630129905	31 4.626880569970592	3 4.131291057716299	47 3.8944271909999157	0 1.0	
22 4.226984981523771	36 3.973142040108527	15 3.4534190614523252	25 3.451825758557844	27 3.451825758557844	29 3.451825758557844	33 3.451825758557844	41 3.451825758557844	57 3.451825758557844	32 3.4393257185924826	16 3.3513859438091087	26 3.306212299701216	35 3.2499882588719706	42 3.1958720459573744	21 3.192816072386992	38 3.0874068170480466	46 3.0	24 2.914628974685672	23 2.635066573822103	34 2.607476068017317	
36 2.3630090008474447	6 2.283854533237233	16 2.278980041390735	42 2.234709285190637	35 2.2291434002822395	4 2.219507653021779	27 2.2098058012233017	29 2.2098058012233017	33 2.2098058012233017	41 2.2098058012233017	57 2.2098058012233017	15 2.150867024984684	32 2.1334831945508075	5 2.124781197511821	26 2.088070212780246	39 1.9976039037037863	21 1.976510395443476	38 1.976510395443476	22 1.882682388721654	24 1.8042988812130802	
2 1.8944271909999157	18 1.8944271909999157	46 1.8944271909999157	1 1.0	22 1.0	44 1.0	47 1.0	54 1.0	56 1.0	36 0.8100567486531045	25 0.4472135954999579	27 0.4472135954999579	29 0.4472135954999579	33 0.4472135954999579	41 0.4472135954999579	57 0.4472135954999579	15 0.435285750066007	6 0.4338609156373123	5 0.43000658178376583	16 0.42426406871192845	
16 4.041076161462546	35 4.0285772263496025	6 3.968808956693841	4 3.673012342248041	32 3.63741118164533	25 3.584813667914138	27 3.584813667914138	29 3.584813667914138	33 3.584813667914138	41 3.584813667914138	57 3.584813667914138	15 3.516238309709871	26 3.4818216403259115	5 3.4468841895295803	21 3.206354819250547	38 3.206354819250547	24 2.9269881031148746	0 2.8672352355822284	7 2.787926648957961	22 2.6730162044865953	
25 7.363806784399911	27 7.363806784399911	29 7.363806784399911	33 7.363806784399911	57 7.363806784399911	5 7.342883665841529	4 7.302445340731892	36 7.220806632304247	6 7.220638423289624	26 7.199729784494699	35 6.9251657450758115	42 6.727810373474244	38 6.586389017236935	24 6.483772382504788	31 4.648904477280567	7 4.631600360007624	3 4.185693798861437	22 3.2931945086184675	30 1.1543203766865053	0 1.0	
6 8.558934119653731	16 8.48402586538618	25 8.46054395563382	27 8.46054395563382	33 8.46054395563382	57 8.46054395563382	15 8.397110205263973	35 8.29704279957817	26 8.123521559697938	32 7.677076598283317	38 7.567340564568874	24 7.186804443263747	34 6.465402436239037	39 5.9509178287546876	31 5.856329252700589	7 5.020780093763801	3 4.554073484747255	2 2.0905433261381	18 2.0905433261381	46 2.0905433261381	
36 4.631874176517917	21 4.544835800225538	4 4.527785861863963	25 4.523603362114274	29 4.523603362114274	33 4.523603362114274	26 4.4851856980979825	15 4.402952196204438	6 4.38853987538737	5 4.349552962301416	16 4.291466956642962	35 4.1997566802663355	38 4.046033848373645	42 4.046033848373645	32 3.927587596846865	23 3.198670612749268	22 2.917444115186738	0 2.860977971095308	39 2.860977971095308	7 2.6117036188237717	
16 7.154718328518996	42 7.0733309934545	36 7.048063284903998	27 6.808757006352486	29 6.808757006352486	33 6.808757006352486	41 6.808757006352486	15 6.627157426227221	26 6.49254088108002	32 6.301152863595123	21 6.229249833912837	38 6.08993740339285	24 5.686501083948951	34 5.034790544051816	23 5.008775423114713	7 4.400453787285646	0 4.30623603494068	39 4.30623603494068	3 3.9464135228996704	18 1.8944271909999157	
21 2.2903240845503876	24 2.0907702751760278	35 2.061449626086593	4 2.0118446353109123	42 1.9740963185335496	16 1.9357314573172886	26 1.9356771447649548	6 1.8986724657517002	25 1.7071067811865475	27 1.7071067811865475	29 1.7071067811865475	33 1.7071067811865475	57 1.7071067811865475	36 1.6739559209724568	15 1.6615757283962604	5 1.6414240512909082	31 1.5629488288431146	38 1.5268827230335917	32 1.4821837556393798	23 1.2071067811865475	
4 1.5446554388899965	34 1.468908462243684	32 1.4603232815746838	21 1.4108249704942382	22 1.376232878497056	7 1.3402419807212302	26 1.3014736716084354	24 1.2879011017187578	35 1.2747384167103268	36 1.252544990055942	42 1.2218102647414413	16 1.2046383923654784	6 1.1852112920866709	25 1.0773502691896257	27 1.0773502691896257	29 1.0773502691896257	33 1.0773502691896257	41 1.0773502691896257	57 1.0773502691896257	15 1.0756526538630977	
36 4.8700610082755285	6 4.5906748761551865	25 4.5876217845168705	27 4.5876217845168705	29 4.5876217845168705	41 4.5876217845168705	57 4.5876217845168705	16 4.534774350578903	15 4.465263152968629	4 4.461334061289301	32 4.4415671435103805	35 4.39228457419284	42 4.361492555842606	26 4.334895125376423	21 4.103293666095445	24 3.745777501647578	34 3.243938473351009	7 2.98199800556434	0 2.9014667764958983	39 2.9014667764958983	
6 2.8959341374969423	25 2.8902983279856045	27 2.8902983279856045	33 2.8902983279856045	41 2.8902983279856045	57 2.8902983279856045	16 2.8618435755146145	15 2.8132098135461496	5 2.779091058184389	42 2.75467729055712	26 2.7454019173178548	4 2.742867938741645	21 2.619064589832958	38 2.5851614146519175	32 2.5282877998928734	24 2.3908679256908782	22 2.3624195021872803	34 2.097355174112651	23 2.0437495473707608	31 1.887558572467018	
21 1.9122946730447938	4 1.7494494111686212	24 1.7456782150393335	26 1.5363106878318677	35 1.5167527382075514	42 1.4070522012751594	16 1.4011171365901585	6 1.3861343825840402	32 1.3300554875543535	25 1.2844570503761732	27 1.2844570503761732	29 1.2844570503761732	33 1.2844570503761732	41 1.2844570503761732	57 1.2844570503761732	36 1.2595137623538344	15 1.2501986885607015	5 1.2350362136527857	38 1.148853311527998	7 1.0749149571305296	
4 8.724942076698897	25 8.622592416726908	29 8.622592416726908	33 8.622592416726908	57 8.622592416726908	26 8.578152641384463	5 8.553236196270133	36 8.455147498201475	15 8.41273626495129	35 8.407563826940812	24 7.91981483788459	38 7.7122811144302235	39 6.0534062744305555	31 5.7738915991065545	7 5.264702002525479	3 4.621383044836475	22 3.8561405572151117	55 1.0059769865531287	0 1.0	6 1.0	
33 9.898453524875556	41 9.898453524875556	6 9.679606949079885	15 9.654568277727352	5 9.585750033147162	26 9.582810427659352	35 9.226190765752603	42 8.99486733773497	38 8.85344598149766	34 7.770833177977709	23 7.174675214560796	0 6.260331690385784	39 6.260331690385784	31 6.248366218682742	7 6.137403520251631	3 5.416448439174476	30 1.091164146359337	2 1.0905433261381	18 1.0905433261381	46 1.0905433261381	
36 3.4833297435445396	25 3.1734278287223683	27 3.1734278287223683	29 3.1734278287223683	41 3.1734278287223683	57 3.1734278287223683	6 3.1706100992066055	16 3.130443804048963	4 3.106030036839819	26 3.090085823647242	15 3.088787833387516	21 3.0548774997012056	5 3.0513268534263775	42 3.007916014590312	38 2.8384001386851097	32 2.774113047240691	34 2.5862330986323907	23 2.243952337295688	31 2.051023465932913	0 2.007051985785078	
25 4.2888543819998315	27 4.2888543819998315	41 4.2888543819998315	57 4.2888543819998315	6 4.269265141821908	16 4.210185876211308	36 4.205567727841359	15 4.20150122074726	4 4.200705529641971	26 4.14707758401701	5 4.123836196237121	35 4.071162415331858	32 4.033855241214811	21 3.8360679774997894	24 3.501834938999758	31 3.119270301169621	23 3.0326780170337204	34 3.0326780170337204	7 2.8610714114224596	0 2.712509679982665	
6 5.50930638521244	42 5.373646990599999	35 5.365727889069329	27 5.349806096025967	29 5.349806096025967	33 5.349806096025967	41 5.349806096025967	5 5.143966676563829	26 5.055091604465015	4 5.043845558044123	21 4.785012038862732	38 4.785012038862732	32 4.6650535454848105	24 4.368098386031509	31 3.848636444677574	23 3.7828841685330916	34 3.7828841685330916	0 3.3835144607391054	39 3.3835144607391054	7 3.1823705708110626	
36 3.5817957341280597	16 3.408280973347124	6 3.408055938341871	42 3.355929706474572	5 3.342136416049228	25 3.273843830204491	27 3.273843830204491	29 3.273843830204491	33 3.273843830204491	41 3.273843830204491	57 3.273843830204491	32 3.251544617960339	4 3.240560869579699	15 3.1865255921757085	26 3.1078183513709075	21 2.962118116003249	38 2.9282149408222082	24 2.704031516882807	0 2.670560641427148	34 2.3685627996252254	
36 6.264150837508485	4 6.239812296669752	25 6.209320033108888	27 6.209320033108888	33 6.209320033108888	41 6.209320033108888	15 6.090866314596256	5 6.0385598347697025	6 6.02392526112275	16 5.890678207660865	21 5.8208742865409935	35 5.712810070197788	38 5.553784675233086	42 5.553784675233086	34 4.812958057519797	23 4.566063905830178	39 4.527118805107243	7 4.256298721675476	31 4.184687234271532	0 1.0	
5 6.411611365528075	25 6.395268972524911	27 6.395268972524911	29 6.395268972524911	57 6.395268972524911	15 6.244818818333414	6 6.204322230107185	4 6.16176675289516	16 6.067084860775053	35 5.85102187978051	21 5.8046178882572255	42 5.720102462784374	24 5.298866925160808	34 4.6557686789405	0 4.044723240516702	39 4.044723240516702	7 3.9787562124430917	31 3.907144725039149	3 3.6022124409877834	22 3.035462835253593	
25 5.414786961382225	27 5.414786961382225	29 5.414786961382225	33 5.414786961382225	57 5.414786961382225	5 5.400704507213747	36 5.309635457314567	15 5.270366615974488	4 5.210519360770775	26 5.20100817626302	35 5.1716291741560045	42 5.093019276878711	32 4.876763249146462	24 4.603729226255673	34 4.145060345090709	31 3.448830903996359	0 3.4246119685100056	39 3.4246119685100056	7 3.1262287097585033	3 2.7073934806911124	
4 3.7143033294031387	26 3.56172222413104	25 3.503144194501885	27 3.503144194501885	29 3.503144194501885	33 3.503144194501885	41 3.503144194501885	57 3.503144194501885	15 3.456868172384889	21 3.4495351875728217	5 3.4365069594220827	6 3.398549067223663	16 3.3233743879865587	35 3.259283836939478	24 3.1489803919024153	38 3.1333074215559837	42 3.1333074215559837	7 2.6938873727812616	23 2.6525086192679743	31 2.6222758853773183	
4 5.018958150496702	21 5.01004221981496	36 4.961118922890114	26 4.895572557811283	27 4.859368439414221	29 4.859368439414221	33 4.859368439414221	41 4.859368439414221	57 4.859368439414221	6 4.806212738359748	15 4.749883015153143	5 4.740549049276387	16 4.729867502917407	42 4.515867139204109	34 4.485479918316937	38 4.3463512632989065	23 3.611503979655092	31 3.2392361935654064	7 3.0920036262031454	22 3.0676028226493686	
6 4.011447353353148	16 3.9983255879501467	36 3.995563158723857	42 3.912229104059106	25 3.895805464625091	27 3.895805464625091	29 3.895805464625091	41 3.895805464625091	57 3.895805464625091	4 3.8269519220285986	15 3.7918985935228373	26 3.6955168548352564	32 3.684296862218738	21 3.5184175135877824	38 3.484514338406742	24 3.211861064855447	23 2.949007634691463	34 2.8083560889619	7 2.5825776670450447	0 2.4639237178291635	
4 2.8017341609994144	15 2.764488542807099	21 2.752465756994112	36 2.7234160035923227	26 2.624349327140731	25 2.5773502691896257	27 2.5773502691896257	41 2.5773502691896257	57 2.5773502691896257	34 2.529568634023505	32 2.524212645692295	24 2.512645973110347	6 2.5003970339018675	5 2.4781840052843473	16 2.445089153606194	35 2.4204708403861486	38 2.305252161494154	42 2.305252161494154	22 2.047053271746993	3 1.84024198072123	
25 10.158042188793365	27 10.158042188793365	33 10.158042188793365	57 10.158042188793365	5 10.029607922511675	36 9.96077987318387	15 9.907233329548447	26 9.814388885930358	21 9.54116933751791	38 9.085629140981087	24 8.709856118558637	0 7.0245099769338335	7 6.620610438576487	3 5.931142950593132	22 4.542814570490544	55 1.9623762775322064	30 1.0186188459399537	4 1.0	6 1.0	12 1.0	
36 6.489931166885542	4 6.389355604657162	25 6.218457132364674	27 6.218457132364674	29 6.218457132364674	41 6.218457132364674	57 6.218457132364674	6 6.172817557841636	15 6.166381391590349	16 6.081920606952513	26 6.032960664914847	35 5.948296002783599	21 5.878184911271164	42 5.820156035001487	24 5.3660241218162	23 4.766781983145771	22 4.569832954626995	0 4.532897614078305	3 4.189115761574858	46 2.0	
16 4.535327331048794	6 4.490271786047759	4 4.449420467812086	26 4.324390979144198	36 4.287001206236448	25 4.171900561079092	27 4.171900561079092	29 4.171900561079092	33 4.171900561079092	41 4.171900561079092	57 4.171900561079092	24 4.028114243419967	34 4.026919351120263	5 4.011382296653733	32 3.9712380770953457	31 3.8479413051341056	38 3.731461299976944	23 2.9499791771749875	7 2.8872066725892838	22 2.760157840988388	
27 4.625932579382393	29 4.625932579382393	33 4.625932579382393	41 4.625932579382393	36 4.536100094391428	4 4.528037728257424	26 4.504726044812416	15 4.502552142495035	35 4.473696869321594	21 4.453787648748827	5 4.4479449552480546	42 4.387446467878627	38 4.137559882731989	24 4.065733269262714	32 4.016434237978873	23 3.2710282961930672	31 2.993385614197341	0 2.925696650645206	39 2.925696650645206	7 2.6707834199594847	
35 7.014962538190349	25 7.0037175935110145	27 7.0037175935110145	33 7.0037175935110145	41 7.0037175935110145	57 7.0037175935110145	42 6.961415634367343	15 6.837039218221925	5 6.802392113043795	4 6.796283329119205	26 6.725846860361886	24 5.901085654720161	34 5.268603969904005	31 5.1583851635810145	23 5.127787807748573	0 4.4295399368176245	39 4.4295399368176245	7 4.330044187557475	3 3.8119456332285284	2 1.0905433261381	
25 6.962576978983985	27 6.962576978983985	29 6.962576978983985	33 6.962576978983985	41 6.962576978983985	57 6.962576978983985	6 6.863157066755184	16 6.746701847590419	4 6.696629870746669	35 6.536627863449641	21 6.312033594906178	38 6.227518169433326	24 5.762071972767566	34 5.056916017329135	0 5.00352032756874	31 4.492879045028886	7 4.399950223843838	22 4.1835978795779845	3 3.9129033477391144	2 1.1961161351381842	
16 3.7276768110517846	25 3.7221214856969937	27 3.7221214856969937	29 3.7221214856969937	33 3.7221214856969937	41 3.7221214856969937	57 3.7221214856969937	15 3.7165056033448387	4 3.6632010963172394	36 3.6498404014484493	42 3.607147769826926	5 3.578908944526099	32 3.5369585016518723	26 3.531400920920996	21 3.363069840193435	38 3.3291666650123948	24 3.0700486898987323	31 2.8411732382259873	34 2.6855429696783806	23 2.631937342936491	
34 1.3931011217565827	21 1.3149354267745825	24 1.2003663248452026	4 1.150361381155563	26 1.1056807335328247	35 1.0502984534005122	6 1.0	8 1.0	30 1.0	40 1.0	43 1.0	49 1.0	56 1.0	16 0.9970544855015815	42 0.9761870601839528	41 0.970142500145332	25 0.9701425001453319	27 0.9701425001453319	29 0.9701425001453319	33 0.9701425001453319	
25 9.003195111066521	27 9.003195111066521	33 9.003195111066521	41 9.003195111066521	57 9.003195111066521	6 8.903011604650157	42 8.363639745357917	38 8.052702513215404	32 8.035185689079412	24 7.73797815432158	34 7.036350995762318	23 6.560477487852163	31 5.735498125030194	0 5.694120553972566	39 5.694120553972566	7 5.427738465587103	3 4.780260417571038	2 2.0905433261381	18 2.0905433261381	46 2.0905433261381	
5 6.3795565289687275	25 6.361931439291344	27 6.361931439291344	33 6.361931439291344	41 6.361931439291344	57 6.361931439291344	36 6.238387029439615	35 6.187682023633107	4 6.085792284819772	26 6.034900520978392	21 5.690284466579408	38 5.690284466579408	24 5.194495268277989	34 4.498564862166801	31 4.468698375237648	7 4.0531673598147435	0 4.0236387331987755	39 4.0236387331987755	3 3.5180894596404864	22 2.845142233289704	
4 6.913876525964555	26 6.7888919145626385	25 6.7570121791503075	27 6.7570121791503075	29 6.7570121791503075	41 6.7570121791503075	57 6.7570121791503075	6 6.723894079297189	15 6.603829613319595	5 6.497029024753726	42 6.354592655092142	32 6.195622420197305	38 6.043655422949629	23 4.777929132437274	31 4.687481220611019	7 4.28606298000976	0 4.273509732722536	39 4.273509732722536	22 3.1972393153362204	30 1.6383784715082588	
15 4.263433014078737	25 4.213594362117865	29 4.213594362117865	33 4.213594362117865	57 4.213594362117865	6 4.164483467948038	36 4.131769206692988	5 4.051471884820686	26 3.981472431381325	4 3.9726148621639306	35 3.953046996199327	42 3.9101747255594734	21 3.768753369322164	38 3.768753369322164	32 3.658424408603122	24 3.4403853900855808	23 2.9794611466229477	34 2.9794611466229477	31 2.6152940250596943	7 2.432719839224639	
35 3.7514414912240013	16 3.699482440108609	4 3.5173232840184703	15 3.503241859939537	21 3.4313332062689046	26 3.3415339685798386	25 3.336347151334789	27 3.336347151334789	29 3.336347151334789	33 3.336347151334789	41 3.336347151334789	57 3.336347151334789	36 3.271557543995345	31 3.235151426606103	5 3.2079776836516416	32 3.1832064835086795	24 3.132364332316677	34 3.0662604762877974	23 2.35915369510125	3 2.2197404217938117	
